Timestamp,time_slot,pnl
2015-03-17 09:30:00,09:30,1.1499999999996362
2015-03-17 14:00:00,14:00,-0.1499999999996362
2015-03-18 09:50:00,09:50,-10.649999999999636
2015-03-19 14:15:00,14:15,-4.949999999998909
2015-03-19 14:20:00,14:20,36.45000000000073
2015-03-20 10:15:00,10:15,-6.700000000000728
2015-03-20 14:15:00,14:15,-26.0
2015-03-20 14:25:00,14:25,-0.5499999999992724
2015-03-20 14:45:00,14:45,2.349999999998545
2015-03-23 09:30:00,09:30,-0.1000000000003638
2015-03-23 09:40:00,09:40,-7.700000000000728
2015-03-23 09:45:00,09:45,6.149999999999636
2015-03-23 15:00:00,15:00,2.200000000000728
2015-03-24 14:45:00,14:45,0.9000000000014552
2015-03-25 09:55:00,09:55,1.0500000000010914
2015-03-25 14:45:00,14:45,4.799999999999272
2015-03-25 15:00:00,15:00,-10.700000000000728
2015-03-25 15:05:00,15:05,-5.050000000001091
2015-03-27 09:30:00,09:30,-11.849999999998545
2015-03-30 14:30:00,14:30,1.3999999999996362
2015-03-31 10:05:00,10:05,2.7999999999992724
2015-04-01 09:40:00,09:40,-9.600000000000364
2015-04-01 09:50:00,09:50,-2.950000000000728
2015-04-01 14:40:00,14:40,-0.5999999999985448
2015-04-06 09:50:00,09:50,1.850000000000364
2015-04-07 09:40:00,09:40,-6.950000000000728
2015-04-09 09:50:00,09:50,-20.89999999999964
2015-04-09 14:45:00,14:45,1.8000000000010914
2015-04-10 09:55:00,09:55,-10.049999999999272
2015-04-10 10:05:00,10:05,7.200000000000728
2015-04-10 13:35:00,13:35,-11.799999999999272
2015-04-10 13:50:00,13:50,0.4499999999989086
2015-04-13 09:55:00,09:55,1.6499999999996362
2015-04-13 14:30:00,14:30,6.049999999999272
2015-04-15 09:40:00,09:40,6.299999999999272
2015-04-17 09:30:00,09:30,1.4499999999989086
2015-04-17 13:50:00,13:50,-3.0
2015-04-17 14:05:00,14:05,-5.75
2015-04-17 14:20:00,14:20,-1.1999999999989086
2015-04-17 14:40:00,14:40,-3.950000000000728
2015-04-22 09:35:00,09:35,-14.149999999999636
2015-04-23 15:00:00,15:00,0.6499999999996362
2015-04-24 14:10:00,14:10,-2.0
2015-04-24 14:20:00,14:20,-5.549999999999272
2015-04-27 09:35:00,09:35,-11.100000000000364
2015-04-28 09:40:00,09:40,2.0500000000010914
2015-04-29 09:40:00,09:40,3.899999999999636
2015-04-29 14:00:00,14:00,-14.350000000000364
2015-04-30 15:05:00,15:05,2.199999999999818
2015-05-04 14:15:00,14:15,23.049999999999272
2015-05-05 10:00:00,10:00,-2.850000000000364
2015-05-06 09:30:00,09:30,19.349999999998545
2015-05-06 14:35:00,14:35,-5.149999999999636
2015-05-07 09:55:00,09:55,19.549999999999272
2015-05-07 15:05:00,15:05,8.350000000000364
2015-05-08 14:25:00,14:25,-2.149999999999636
2015-05-08 14:55:00,14:55,7.899999999999636
2015-05-11 09:30:00,09:30,6.799999999999272
2015-05-11 14:45:00,14:45,1.1500000000014552
2015-05-13 14:35:00,14:35,-13.5
2015-05-15 14:00:00,14:00,-0.5999999999985448
2015-05-15 14:10:00,14:10,-3.75
2015-05-15 14:20:00,14:20,1.7999999999992724
2015-05-15 14:40:00,14:40,12.399999999999636
2015-05-18 09:30:00,09:30,-4.399999999999636
2015-05-19 09:35:00,09:35,-2.0500000000010914
2015-05-21 14:10:00,14:10,-0.7999999999992724
2015-05-22 09:30:00,09:30,-5.399999999999636
2015-05-26 10:00:00,10:00,3.899999999999636
2015-05-26 14:45:00,14:45,-1.25
2015-05-27 09:30:00,09:30,-0.4000000000014552
2015-05-27 10:05:00,10:05,-2.25
2015-05-28 13:30:00,13:30,-5.75
2015-05-29 14:30:00,14:30,18.599999999998545
2015-06-01 09:45:00,09:45,-5.950000000000728
2015-06-02 14:55:00,14:55,-4.549999999999272
2015-06-03 14:45:00,14:45,-5.100000000000364
2015-06-04 09:40:00,09:40,-12.349999999999454
2015-06-04 09:45:00,09:45,-9.699999999999818
2015-06-04 09:50:00,09:50,-3.100000000000364
2015-06-04 10:05:00,10:05,10.75
2015-06-04 14:00:00,14:00,-9.5
2015-06-04 14:10:00,14:10,2.700000000000728
2015-06-05 09:45:00,09:45,-8.399999999999636
2015-06-05 14:10:00,14:10,2.550000000000182
2015-06-05 14:45:00,14:45,19.449999999999815
2015-06-08 15:00:00,15:00,-11.300000000000182
2015-06-09 14:00:00,14:00,-0.4499999999998181
2015-06-10 14:15:00,14:15,11.050000000000182
2015-06-11 09:40:00,09:40,-7.5
2015-06-11 09:45:00,09:45,-3.699999999999818
2015-06-12 09:55:00,09:55,-4.150000000000546
2015-06-12 14:35:00,14:35,15.699999999999818
2015-06-17 10:00:00,10:00,1.1000000000003638
2015-06-17 15:00:00,15:00,-10.199999999999818
2015-06-18 09:35:00,09:35,17.599999999999454
2015-06-18 14:20:00,14:20,0.3999999999996362
2015-06-19 09:30:00,09:30,0.6999999999989086
2015-06-19 14:50:00,14:50,3.1999999999989086
2015-06-22 09:30:00,09:30,10.850000000000364
2015-06-22 14:35:00,14:35,3.5499999999992724
2015-06-23 09:35:00,09:35,4.799999999999272
2015-06-23 14:00:00,14:00,6.350000000000364
2015-06-24 09:35:00,09:35,-1.6499999999996362
2015-06-24 14:30:00,14:30,-1.5499999999992724
2015-06-25 10:00:00,10:00,-4.100000000000364
2015-06-25 14:25:00,14:25,-1.6499999999996362
2015-06-25 14:55:00,14:55,17.150000000001455
2015-06-26 10:30:00,10:30,4.149999999999636
2015-06-26 14:40:00,14:40,-8.649999999999636
2015-06-30 14:30:00,14:30,9.949999999998909
2015-07-01 14:30:00,14:30,0.2999999999992724
2015-07-01 15:05:00,15:05,6.950000000000728
2015-07-02 09:55:00,09:55,-2.649999999999636
2015-07-02 10:00:00,10:00,0.0
2015-07-02 14:10:00,14:10,6.149999999999636
2015-07-02 14:55:00,14:55,-4.049999999999272
2015-07-02 15:00:00,15:00,-3.6999999999989086
2015-07-02 15:05:00,15:05,-10.799999999999272
2015-07-02 15:10:00,15:10,3.25
2015-07-03 09:30:00,09:30,4.299999999999272
2015-07-03 10:35:00,10:35,-4.300000000001091
2015-07-03 14:00:00,14:00,-1.25
2015-07-03 14:25:00,14:25,-1.1000000000003638
2015-07-03 14:45:00,14:45,-5.049999999999272
2015-07-07 10:05:00,10:05,-8.5
2015-07-07 10:15:00,10:15,-0.8499999999985448
2015-07-08 15:00:00,15:00,9.799999999999272
2015-07-09 14:25:00,14:25,1.5
2015-07-10 09:30:00,09:30,4.25
2015-07-10 10:20:00,10:20,-1.1499999999996362
2015-07-10 14:40:00,14:40,7.549999999999272
2015-07-13 10:15:00,10:15,-6.349999999998545
2015-07-14 14:20:00,14:20,-1.5
2015-07-15 14:15:00,14:15,0.1500000000014552
2015-07-16 14:40:00,14:40,-1.6500000000014552
2015-07-17 09:45:00,09:45,5.950000000000728
2015-07-17 14:20:00,14:20,-6.400000000001455
2015-07-21 09:45:00,09:45,8.850000000000364
2015-07-21 14:15:00,14:15,4.649999999999636
2015-07-22 09:50:00,09:50,11.350000000000364
2015-07-22 14:30:00,14:30,-1.0499999999992724
2015-07-23 13:30:00,13:30,14.299999999999272
2015-07-23 14:35:00,14:35,-4.700000000000728
2015-07-23 15:10:00,15:10,0.1999999999989086
2015-07-24 10:35:00,10:35,-2.399999999999636
2015-07-24 14:20:00,14:20,-9.5
2015-07-24 14:25:00,14:25,-9.0
2015-07-24 14:30:00,14:30,-1.4500000000007276
2015-07-24 15:00:00,15:00,6.700000000000728
2015-07-28 09:30:00,09:30,-10.149999999999636
2015-07-28 09:50:00,09:50,1.0
2015-07-28 10:00:00,10:00,7.350000000000364
2015-07-28 15:05:00,15:05,-6.0
2015-07-29 09:35:00,09:35,0.7999999999992724
2015-07-29 14:30:00,14:30,7.0
2015-07-30 14:20:00,14:20,-6.199999999998909
2015-07-30 14:25:00,14:25,7.5
2015-07-30 14:45:00,14:45,6.25
2015-07-31 14:40:00,14:40,11.049999999999272
2015-08-03 09:45:00,09:45,-0.9500000000007276
2015-08-03 14:35:00,14:35,-0.4000000000014552
2015-08-04 15:05:00,15:05,-4.899999999999636
2015-08-05 14:00:00,14:00,2.75
2015-08-06 09:55:00,09:55,3.400000000001455
2015-08-06 14:40:00,14:40,9.5
2015-08-07 13:30:00,13:30,5.350000000000364
2015-08-07 14:30:00,14:30,0.0
2015-08-07 15:00:00,15:00,-8.450000000000728
2015-08-10 14:15:00,14:15,-0.2000000000007276
2015-08-10 14:40:00,14:40,-3.849999999998545
2015-08-11 10:05:00,10:05,4.049999999999272
2015-08-11 14:00:00,14:00,6.649999999999636
2015-08-11 14:20:00,14:20,-0.1999999999989086
2015-08-12 14:00:00,14:00,13.299999999999272
2015-08-13 14:25:00,14:25,-9.25
2015-08-13 14:35:00,14:35,-2.2999999999992724
2015-08-14 09:30:00,09:30,1.2999999999992724
2015-08-20 14:10:00,14:10,-3.700000000000728
2015-08-20 14:15:00,14:15,-5.150000000001455
2015-08-20 15:10:00,15:10,3.0499999999992724
2015-08-21 14:00:00,14:00,0.2000000000007276
2015-08-21 14:20:00,14:20,-7.899999999999636
2015-08-25 09:30:00,09:30,-38.05000000000018
2015-08-26 09:30:00,09:30,-12.349999999999454
2015-08-26 14:15:00,14:15,-10.849999999999454
2015-08-26 14:35:00,14:35,-17.800000000000182
2015-08-27 09:30:00,09:30,-4.849999999999454
2015-08-27 14:10:00,14:10,-15.699999999999818
2015-08-27 14:15:00,14:15,-14.599999999999454
2015-08-27 14:25:00,14:25,-5.75
2015-08-27 14:30:00,14:30,-2.649999999999636
2015-08-28 15:00:00,15:00,14.350000000000364
2015-08-31 09:35:00,09:35,-11.149999999999636
2015-08-31 14:45:00,14:45,-7.300000000000182
2015-09-01 09:30:00,09:30,-4.400000000000546
2015-09-01 14:55:00,14:55,5.100000000000364
2015-09-02 14:45:00,14:45,14.099999999999454
2015-09-03 09:30:00,09:30,-9.699999999999818
2015-09-03 14:40:00,14:40,0.5500000000001819
2015-09-04 14:00:00,14:00,-0.0999999999994543
2015-09-04 14:20:00,14:20,3.1500000000005457
2015-09-07 09:50:00,09:50,-8.949999999999818
2015-09-08 09:40:00,09:40,13.649999999999636
2015-09-08 14:00:00,14:00,1.550000000000182
2015-09-08 15:00:00,15:00,3.9000000000005457
2015-09-09 14:40:00,14:40,6.800000000000182
2015-09-10 14:35:00,14:35,-4.949999999999818
2015-09-10 14:45:00,14:45,-2.300000000000182
2015-09-10 14:55:00,14:55,3.950000000000728
2015-09-11 14:00:00,14:00,-7.699999999999818
2015-09-11 14:05:00,14:05,-2.25
2015-09-14 10:00:00,10:00,2.199999999999818
2015-09-14 14:40:00,14:40,9.649999999999636
2015-09-15 09:30:00,09:30,7.050000000000182
2015-09-15 14:45:00,14:45,9.849999999999454
2015-09-16 15:05:00,15:05,-5.0
2015-09-21 10:15:00,10:15,-1.699999999999818
2015-09-21 14:15:00,14:15,1.9000000000005457
2015-09-21 14:30:00,14:30,-3.649999999999636
2015-09-21 14:35:00,14:35,2.649999999999636
2015-09-22 15:05:00,15:05,-11.75
2015-09-23 10:05:00,10:05,18.050000000000185
2015-09-24 13:30:00,13:30,20.39999999999964
2015-09-24 14:30:00,14:30,-14.100000000000364
2015-09-24 14:40:00,14:40,-4.050000000000182
2015-09-24 14:45:00,14:45,9.399999999999636
2015-09-29 14:30:00,14:30,8.149999999999636
2015-09-30 09:45:00,09:45,-6.800000000000182
2015-09-30 14:15:00,14:15,-3.649999999999636
2015-10-01 13:30:00,13:30,7.150000000000546
2015-10-01 14:35:00,14:35,-4.850000000000364
2015-10-06 10:00:00,10:00,-0.5499999999992724
2015-10-06 15:05:00,15:05,7.399999999999636
2015-10-07 15:00:00,15:00,2.9000000000005457
2015-10-08 09:35:00,09:35,3.75
2015-10-08 14:10:00,14:10,-1.5
2015-10-08 14:40:00,14:40,-4.449999999999818
2015-10-09 13:45:00,13:45,-1.5999999999994543
2015-10-12 09:30:00,09:30,-15.699999999999818
2015-10-12 09:35:00,09:35,12.450000000000728
2015-10-13 09:35:00,09:35,4.300000000000182
2015-10-13 09:50:00,09:50,-10.850000000000364
2015-10-13 09:55:00,09:55,-2.1500000000005457
2015-10-13 10:00:00,10:00,-4.800000000000182
2015-10-13 14:15:00,14:15,-3.75
2015-10-14 10:00:00,10:00,-7.399999999999636
2015-10-14 10:05:00,10:05,1.950000000000728
2015-10-14 14:30:00,14:30,2.1500000000005457
2015-10-14 14:40:00,14:40,-1.199999999999818
2015-10-15 13:30:00,13:30,2.699999999999818
2015-10-19 09:30:00,09:30,3.8000000000010914
2015-10-20 09:35:00,09:35,-0.0500000000010913
2015-10-20 10:05:00,10:05,8.199999999998909
2015-10-20 14:55:00,14:55,0.1000000000003638
2015-10-23 10:35:00,10:35,-0.4499999999989086
2015-10-23 13:45:00,13:45,0.7000000000007276
2015-10-23 14:30:00,14:30,0.0
2015-10-26 14:15:00,14:15,-3.0499999999992724
2015-10-26 14:35:00,14:35,-6.199999999998909
2015-10-26 14:45:00,14:45,6.299999999999272
2015-10-27 14:15:00,14:15,-0.6000000000003638
2015-10-27 15:00:00,15:00,-5.300000000001091
2015-10-28 09:30:00,09:30,5.300000000001091
2015-10-28 14:35:00,14:35,8.300000000000182
2015-10-28 15:00:00,15:00,13.899999999999636
2015-10-29 09:40:00,09:40,2.100000000000364
2015-10-29 14:00:00,14:00,4.849999999999454
2015-10-29 14:40:00,14:40,-0.8000000000001819
2015-10-29 14:55:00,14:55,-5.599999999999454
2015-10-29 15:00:00,15:00,2.850000000000364
2015-10-30 09:30:00,09:30,1.800000000000182
2015-10-30 15:05:00,15:05,-7.550000000000182
2015-11-02 14:20:00,14:20,3.75
2015-11-03 14:00:00,14:00,-1.950000000000728
2015-11-04 09:30:00,09:30,-0.1000000000003638
2015-11-04 14:35:00,14:35,-0.8000000000001819
2015-11-04 14:45:00,14:45,1.4000000000005457
2015-11-05 13:30:00,13:30,-1.5
2015-11-06 09:45:00,09:45,-4.850000000000364
2015-11-06 10:15:00,10:15,4.399999999999636
2015-11-06 14:20:00,14:20,13.199999999999818
2015-11-10 14:45:00,14:45,-1.2000000000007276
2015-11-13 10:15:00,10:15,-3.100000000000364
2015-11-13 13:35:00,13:35,5.850000000000364
2015-11-13 14:00:00,14:00,3.75
2015-11-17 09:40:00,09:40,-9.300000000000182
2015-11-17 10:00:00,10:00,4.0
2015-11-17 14:50:00,14:50,1.75
2015-11-18 14:40:00,14:40,-6.050000000000182
2015-11-19 15:10:00,15:10,4.25
2015-11-20 09:50:00,09:50,-2.050000000000182
2015-11-23 09:50:00,09:50,0.3999999999996362
2015-11-26 09:30:00,09:30,-1.699999999999818
2015-11-26 15:00:00,15:00,-7.199999999999818
2015-11-27 09:40:00,09:40,5.75
2015-11-27 15:05:00,15:05,-6.5
2015-11-30 09:30:00,09:30,3.200000000000728
2015-11-30 09:50:00,09:50,-1.5
2015-11-30 14:35:00,14:35,3.25
2015-11-30 15:05:00,15:05,-0.4499999999998181
2015-12-01 09:30:00,09:30,-4.149999999999636
2015-12-01 14:15:00,14:15,2.4000000000005457
2015-12-02 09:55:00,09:55,0.6999999999998181
2015-12-03 14:40:00,14:40,3.399999999999636
2015-12-04 10:35:00,10:35,3.899999999999636
2015-12-04 14:10:00,14:10,-2.050000000000182
2015-12-07 09:30:00,09:30,-3.950000000000728
2015-12-07 14:15:00,14:15,2.149999999999636
2015-12-08 09:30:00,09:30,-3.450000000000728
2015-12-08 09:55:00,09:55,4.849999999999454
2015-12-08 14:50:00,14:50,7.399999999999636
2015-12-10 09:30:00,09:30,1.449999999999818
2015-12-11 09:30:00,09:30,-11.75
2015-12-11 14:05:00,14:05,-6.600000000000364
2015-12-11 14:35:00,14:35,-8.599999999999454
2015-12-14 09:35:00,09:35,-1.5
2015-12-14 10:00:00,10:00,14.5
2015-12-14 15:00:00,15:00,5.199999999999818
2015-12-15 09:55:00,09:55,-10.350000000000364
2015-12-15 10:05:00,10:05,-1.899999999999636
2015-12-15 10:15:00,10:15,3.649999999999636
2015-12-16 14:30:00,14:30,0.1499999999996362
2015-12-17 09:30:00,09:30,1.3999999999996362
2015-12-18 13:45:00,13:45,5.75
2015-12-18 14:40:00,14:40,-11.149999999999636
2015-12-18 14:45:00,14:45,-2.949999999999818
2015-12-18 14:55:00,14:55,19.049999999999272
2015-12-21 09:55:00,09:55,11.700000000000728
2015-12-21 15:00:00,15:00,-5.899999999999636
2015-12-23 15:05:00,15:05,-3.199999999999818
2015-12-24 14:35:00,14:35,-1.699999999999818
2015-12-28 14:35:00,14:35,0.5500000000001819
2015-12-29 09:40:00,09:40,5.950000000000728
2015-12-29 14:55:00,14:55,2.949999999999818
2015-12-31 09:50:00,09:50,-1.25
2016-01-01 09:35:00,09:35,-1.550000000000182
2016-01-01 13:35:00,13:35,8.75
2016-01-01 14:50:00,14:50,-6.75
2016-01-07 14:35:00,14:35,0.25
2016-01-08 09:30:00,09:30,-12.699999999999818
2016-01-08 13:35:00,13:35,2.800000000000182
2016-01-08 14:00:00,14:00,-2.399999999999636
2016-01-08 14:30:00,14:30,3.800000000000182
2016-01-15 10:00:00,10:00,4.099999999999454
2016-01-15 10:30:00,10:30,-9.0
2016-01-15 10:35:00,10:35,6.900000000000546
2016-01-15 13:45:00,13:45,-1.300000000000182
2016-01-18 14:30:00,14:30,5.650000000000546
2016-01-19 09:40:00,09:40,12.849999999999454
2016-01-21 14:25:00,14:25,3.75
2016-01-22 14:30:00,14:30,0.3500000000003638
2016-01-22 15:05:00,15:05,-3.050000000000182
2016-01-25 14:35:00,14:35,3.800000000000182
2016-01-27 09:35:00,09:35,2.8499999999994543
2016-01-27 10:00:00,10:00,-3.5999999999994543
2016-01-27 14:40:00,14:40,-1.3999999999996362
2016-01-27 15:05:00,15:05,-1.3499999999994543
2016-01-28 14:35:00,14:35,-1.899999999999636
2016-01-29 09:35:00,09:35,-8.350000000000364
2016-01-29 10:35:00,10:35,-4.25
2016-01-29 13:35:00,13:35,-5.149999999999636
2016-01-29 13:50:00,13:50,-9.449999999999818
2016-02-01 14:15:00,14:15,-4.899999999999636
2016-02-01 14:20:00,14:20,-4.349999999999454
2016-02-01 14:30:00,14:30,0.9000000000005457
2016-02-01 14:40:00,14:40,-2.850000000000364
2016-02-02 14:40:00,14:40,3.2999999999992724
2016-02-02 15:00:00,15:00,24.75
2016-02-04 09:35:00,09:35,-0.949999999999818
2016-02-05 13:50:00,13:50,-0.8500000000003638
2016-02-05 14:30:00,14:30,19.75
2016-02-08 09:45:00,09:45,-6.300000000000182
2016-02-09 10:15:00,10:15,-11.149999999999636
2016-02-09 15:00:00,15:00,5.699999999999818
2016-02-10 15:05:00,15:05,-7.800000000000182
2016-02-11 13:30:00,13:30,-17.149999999999636
2016-02-12 09:30:00,09:30,0.2999999999992724
2016-02-12 10:30:00,10:30,10.75
2016-02-12 15:00:00,15:00,12.75
2016-02-16 14:00:00,14:00,4.399999999999636
2016-02-18 14:35:00,14:35,14.899999999999636
2016-02-19 09:45:00,09:45,4.850000000000364
2016-02-22 09:35:00,09:35,3.550000000000182
2016-02-22 10:15:00,10:15,-7.099999999999454
2016-02-25 10:05:00,10:05,8.649999999999636
2016-02-25 13:30:00,13:30,3.8499999999994543
2016-02-25 14:55:00,14:55,15.199999999999818
2016-02-26 09:30:00,09:30,-2.100000000000364
2016-02-26 14:10:00,14:10,-1.050000000000182
2016-03-01 09:30:00,09:30,2.449999999999818
2016-03-01 14:35:00,14:35,-4.75
2016-03-02 14:45:00,14:45,1.3999999999996362
2016-03-03 15:05:00,15:05,5.300000000000182
2016-03-04 09:30:00,09:30,12.75
2016-03-04 10:20:00,10:20,7.349999999999454
2016-03-04 14:10:00,14:10,3.25
2016-03-04 14:50:00,14:50,-5.299999999999272
2016-03-08 14:35:00,14:35,-1.850000000000364
2016-03-09 09:35:00,09:35,-6.349999999999454
2016-03-10 09:35:00,09:35,4.400000000000546
2016-03-10 14:50:00,14:50,2.9000000000005457
2016-03-11 09:30:00,09:30,12.199999999999818
2016-03-11 14:35:00,14:35,-15.649999999999636
2016-03-11 14:40:00,14:40,-10.649999999999636
2016-03-11 14:45:00,14:45,-0.1999999999998181
2016-03-14 14:20:00,14:20,-0.4499999999998181
2016-03-14 15:00:00,15:00,-2.5
2016-03-15 09:30:00,09:30,4.349999999999454
2016-03-15 14:20:00,14:20,-6.350000000000364
2016-03-15 15:05:00,15:05,-5.300000000000182
2016-03-16 09:30:00,09:30,0.1000000000003638
2016-03-18 09:45:00,09:45,3.0
2016-03-18 13:30:00,13:30,0.6999999999998181
2016-03-18 14:10:00,14:10,-1.25
2016-03-22 09:35:00,09:35,0.2999999999992724
2016-03-22 14:15:00,14:15,10.899999999999636
2016-03-23 09:40:00,09:40,-6.099999999999454
2016-03-23 14:35:00,14:35,-2.449999999999818
2016-03-28 09:35:00,09:35,3.699999999999818
2016-03-29 14:00:00,14:00,-4.300000000000182
2016-03-29 14:55:00,14:55,20.549999999999272
2016-03-30 09:35:00,09:35,3.100000000000364
2016-03-30 14:10:00,14:10,-3.0
2016-03-30 15:05:00,15:05,1.0
2016-03-31 09:45:00,09:45,-3.300000000000182
2016-03-31 14:25:00,14:25,12.649999999999636
2016-04-01 09:45:00,09:45,-14.350000000000364
2016-04-01 09:50:00,09:50,-3.950000000000728
2016-04-01 10:05:00,10:05,-11.200000000000728
2016-04-01 10:10:00,10:10,3.0999999999994543
2016-04-05 09:30:00,09:30,-0.25
2016-04-06 09:40:00,09:40,4.699999999999818
2016-04-06 14:30:00,14:30,-2.0
2016-04-07 09:30:00,09:30,16.149999999999636
2016-04-07 14:15:00,14:15,2.399999999999636
2016-04-08 09:55:00,09:55,5.5
2016-04-08 13:35:00,13:35,0.4499999999998181
2016-04-08 14:35:00,14:35,-3.149999999999636
2016-04-11 09:55:00,09:55,-1.1499999999996362
2016-04-12 10:00:00,10:00,11.099999999999454
2016-04-12 14:20:00,14:20,2.200000000000728
2016-04-13 14:30:00,14:30,1.3499999999994543
2016-04-18 09:35:00,09:35,-0.4499999999998181
2016-04-18 15:05:00,15:05,2.899999999999636
2016-04-20 14:35:00,14:35,-1.5999999999994543
2016-04-21 14:15:00,14:15,-1.9000000000005457
2016-04-21 14:20:00,14:20,1.8499999999994543
2016-04-21 14:35:00,14:35,22.800000000000185
2016-04-22 10:05:00,10:05,-0.8500000000003638
2016-04-22 13:35:00,13:35,-6.399999999999636
2016-04-22 15:05:00,15:05,0.25
2016-04-25 09:35:00,09:35,-10.050000000000182
2016-04-25 14:40:00,14:40,-5.800000000000182
2016-04-26 09:35:00,09:35,4.0
2016-04-26 10:05:00,10:05,-1.850000000000364
2016-04-27 10:05:00,10:05,1.949999999999818
2016-04-29 09:40:00,09:40,18.75
2016-04-29 13:45:00,13:45,-7.699999999999818
2016-05-02 09:35:00,09:35,-1.949999999999818
2016-05-02 14:20:00,14:20,6.449999999999818
2016-05-02 15:05:00,15:05,-2.200000000000728
2016-05-04 10:05:00,10:05,2.3499999999994543
2016-05-04 15:05:00,15:05,-11.299999999999272
2016-05-05 09:30:00,09:30,3.0
2016-05-05 15:00:00,15:00,2.199999999999818
2016-05-06 10:30:00,10:30,-0.8000000000001819
2016-05-06 14:00:00,14:00,-13.949999999999818
2016-05-06 14:05:00,14:05,3.75
2016-05-06 14:35:00,14:35,-1.6499999999996362
2016-05-10 14:00:00,14:00,0.1000000000003638
2016-05-10 14:55:00,14:55,-5.600000000000364
2016-05-11 15:05:00,15:05,1.949999999999818
2016-05-12 13:30:00,13:30,-6.550000000000182
2016-05-16 09:30:00,09:30,-9.800000000000182
2016-05-16 09:45:00,09:45,-5.649999999999636
2016-05-16 10:00:00,10:00,0.4499999999998181
2016-05-18 15:00:00,15:00,0.6500000000005457
2016-05-19 09:30:00,09:30,-6.099999999999454
2016-05-19 14:10:00,14:10,9.350000000000364
2016-05-20 09:35:00,09:35,7.949999999999818
2016-05-23 09:30:00,09:30,0.1999999999998181
2016-05-23 14:40:00,14:40,6.650000000000546
